work_year;experience_level;employment_type;job_title;salary;salary_currency;salary_in_usd;employee_residence;remote_ratio;company_location;company_size
2023;SE;FT;Data Engineer;81500;USD;81500;US;0;US;M
2023;SE;FT;Data Analyst;81666;USD;81666;US;100;US;M
2023;SE;FT;Data Analyst;81666;USD;81666;US;100;US;M
2023;SE;FT;Data Scientist;82365;USD;82365;US;0;US;M
2023;SE;FT;Data Scientist;82365;USD;82365;US;0;US;M
2023;SE;FT;Data Scientist;82365;USD;82365;US;0;US;M
2023;MI;FT;Data Scientist;82920;USD;82920;US;100;US;M
2023;SE;FT;Data Scientist;83270;USD;83270;US;100;US;M
2023;SE;FT;Data Engineer;83300;GBP;101228;GB;0;GB;M
2023;MI;FT;Data Analyst;83500;USD;83500;US;100;US;M
2023;SE;FT;Data Scientist;84000;USD;84000;US;100;US;M
2023;SE;FT;Data Scientist;84000;USD;84000;US;100;US;M
2023;EN;FT;Data Engineer;85000;USD;85000;US;0;US;M
2023;EN;FT;Data Analyst;85000;USD;85000;US;100;US;M
2023;EN;FT;Data Engineer;85000;USD;85000;US;0;US;M
2023;EN;FT;Data Engineer;85000;USD;85000;US;0;US;M
2023;EN;FT;Data Engineer;85000;USD;85000;US;0;US;M
2023;MI;FT;Data Analyst;85000;USD;85000;US;0;US;M
2023;EN;FT;Data Analyst;85000;USD;85000;US;100;US;M
2023;MI;FT;Data Analyst;85000;USD;85000;US;0;US;M
2023;EN;FT;Data Analyst;85000;USD;85000;US;100;US;M
2023;SE;FT;Data Analyst;85000;USD;85000;US;100;US;M
2023;SE;FT;Data Analyst;85000;USD;85000;US;0;US;M
2023;EN;FT;Data Analyst;85000;USD;85000;US;100;US;M
2023;SE;FT;Data Engineer;85000;USD;85000;US;100;US;M
2023;SE;FT;Data Analyst;85000;USD;85000;US;0;US;M
2023;MI;FT;Data Engineer;85000;GBP;103294;GB;0;GB;M
2023;SE;FT;Data Analyst;85500;USD;85500;US;0;US;M
2023;SE;FT;Data Analyst;85500;USD;85500;US;0;US;M
2023;SE;FT;Data Analyst;85500;USD;85500;US;0;US;M
2023;SE;FT;Data Analyst;86466;USD;86466;US;100;US;M
2023;SE;FT;Data Analyst;87000;USD;87000;US;100;US;M
2023;SE;FT;Data Engineer;87980;USD;87980;US;0;US;M
2023;SE;FT;Data Engineer;87980;USD;87980;US;0;US;M
2023;MI;FT;Data Analyst;90000;USD;90000;US;0;US;M
2023;MI;FT;Data Engineer;90000;USD;90000;US;0;US;M
2023;SE;FT;Data Analyst;90000;USD;90000;US;100;US;M
2023;EN;FT;Data Engineer;90000;USD;90000;US;0;US;M
2023;MI;FT;Data Engineer;90000;USD;90000;US;100;US;M
2023;MI;FT;Data Engineer;90000;USD;90000;US;100;US;M
2023;EN;FT;Data Engineer;90000;USD;90000;US;0;US;M
2023;SE;FT;Data Analyst;90000;USD;90000;US;100;US;M
2023;SE;FT;Data Engineer;90000;USD;90000;US;0;US;M
2023;MI;FT;Data Engineer;90000;USD;90000;US;0;US;M
2023;MI;FT;Data Engineer;90000;USD;90000;US;0;US;M
2023;SE;FT;Data Scientist;90000;USD;90000;US;100;US;M
2023;SE;FT;Data Engineer;90000;USD;90000;US;100;US;M
2023;MI;FT;Data Analyst;90000;USD;90000;US;0;US;M
2023;SE;FT;Data Scientist;90000;USD;90000;US;100;US;M
2023;MI;FT;Data Scientist;90000;USD;90000;US;0;US;M
2023;MI;FT;Data Scientist;90000;EUR;96578;IE;0;IE;M
2023;MI;FT;Data Scientist;90000;GBP;109371;GB;0;GB;M
2023;MI;FT;Data Analyst;90000;GBP;109371;HR;0;HR;M
2023;MI;FT;Data Analyst;90000;GBP;109371;GB;0;GB;M
2023;SE;FT;Data Scientist;90700;USD;90700;US;0;US;M
2023;SE;FT;Data Engineer;90700;USD;90700;US;0;US;M
2023;SE;FT;Data Engineer;90700;USD;90700;US;0;US;M
2023;SE;FT;Data Scientist;90700;USD;90700;US;0;US;M
2023;EN;FT;Data Engineer;92700;USD;92700;US;100;US;M
2023;EN;FT;Data Engineer;92700;USD;92700;US;100;US;M
2023;SE;FT;Data Analyst;93800;USD;93800;US;100;US;M
2023;MI;FT;Data Scientist;93918;USD;93918;US;100;US;M
2023;SE;FT;Data Analyst;93919;USD;93919;US;100;US;M
2023;SE;FT;Data Analyst;94000;USD;94000;US;100;US;M
2023;SE;FT;Data Analyst;94000;USD;94000;US;0;US;M
2023;SE;FT;Data Engineer;94000;USD;94000;CA;100;CA;M
2023;SE;FT;Data Engineer;94000;USD;94000;US;0;US;M
2023;SE;FT;Data Engineer;94300;USD;94300;US;0;US;M
2023;SE;FT;Data Engineer;95000;USD;95000;US;100;US;M
2023;SE;FT;Data Analyst;95000;USD;95000;US;100;US;M
2023;EN;FT;Data Analyst;95000;USD;95000;US;100;US;M
2023;MI;FT;Data Engineer;95000;USD;95000;US;0;US;M
2023;SE;FT;Data Analyst;95000;USD;95000;US;0;US;M
2023;SE;FT;Data Analyst;95000;USD;95000;US;0;US;M
2023;SE;FT;Data Analyst;95000;USD;95000;US;0;US;M
2023;SE;FT;Data Analyst;95000;USD;95000;US;0;US;M
2023;SE;FT;Data Analyst;95000;USD;95000;US;100;US;M
2023;MI;FT;Data Analyst;95000;USD;95000;US;100;US;M
2023;MI;FT;Data Engineer;95000;USD;95000;US;0;US;M
2023;MI;FT;Data Engineer;95000;USD;95000;US;100;US;M
2023;MI;FT;Data Engineer;95000;USD;95000;US;0;US;M
2023;MI;FT;Data Engineer;95000;USD;95000;ES;100;ES;M
2023;SE;FT;Data Engineer;95000;EUR;101943;IE;100;IE;M
2023;MI;FT;Data Engineer;95000;GBP;115447;GB;100;GB;L
2023;SE;FT;Data Engineer;96100;USD;96100;US;100;US;M
2023;MI;FT;Data Scientist;97750;USD;97750;US;100;US;M
2023;SE;FT;Data Analyst;100000;USD;100000;US;100;US;M
2023;MI;FT;Data Engineer;100000;USD;100000;US;100;US;M
2023;MI;FT;Data Engineer;100000;USD;100000;US;100;US;M
2023;SE;FT;Data Engineer;100000;USD;100000;US;0;US;M
2023;SE;FT;Data Scientist;100000;USD;100000;US;100;US;M
2023;SE;FT;Data Analyst;100000;USD;100000;US;100;US;M
2023;EX;FT;Data Scientist;100000;USD;100000;US;0;US;M
2023;SE;FT;Data Analyst;100000;USD;100000;US;100;US;M
2023;MI;FT;Data Scientist;100000;USD;100000;US;0;US;M
2023;MI;FT;Data Scientist;100000;USD;100000;US;0;US;M
2023;MI;FT;Data Analyst;100000;USD;100000;US;0;US;M
2023;MI;FT;Data Analyst;100000;USD;100000;CA;100;CA;M
2023;EN;FT;Data Analyst;100000;USD;100000;UZ;100;US;L
2023;EN;FT;Data Analyst;100000;USD;100000;US;0;US;M
2023;MI;FT;Data Engineer;100000;USD;100000;US;0;US;M
2023;EN;FT;Data Analyst;100000;USD;100000;US;50;US;M
2023;MI;FT;Data Analyst;100000;USD;100000;US;0;US;M
2023;MI;FT;Data Analyst;100000;USD;100000;US;0;US;M
2023;MI;FT;Data Analyst;100000;USD;100000;US;0;US;M
2023;MI;FT;Data Analyst;100000;USD;100000;US;100;US;M
2023;MI;FT;Data Analyst;100000;USD;100000;US;0;US;M
2023;MI;FT;Data Engineer;100000;USD;100000;US;0;US;M
2023;MI;FT;Data Analyst;100000;USD;100000;US;0;US;M
2023;SE;FT;Data Analyst;100500;USD;100500;US;0;US;M
2023;SE;FT;Data Analyst;100500;USD;100500;US;0;US;M
2023;SE;FT;Data Engineer;100706;USD;100706;US;0;US;M
2023;EN;FT;Data Scientist;101400;BRL;19522;BR;100;BR;L
2023;MI;FT;Data Engineer;102000;USD;102000;US;0;US;M
2023;MI;FT;Data Engineer;102000;USD;102000;US;0;US;M
2023;SE;FT;Data Scientist;102500;USD;102500;US;100;US;M
2023;SE;FT;Data Analyst;102500;USD;102500;US;100;US;M
2023;MI;FT;Data Analyst;103200;USD;103200;US;0;US;M
2023;SE;FT;Data Scientist;104000;USD;104000;US;100;US;M
2023;SE;FT;Data Engineer;104000;USD;104000;US;100;US;M
2023;SE;FT;Data Scientist;104000;USD;104000;US;100;US;M
2023;SE;FT;Data Scientist;104000;USD;104000;US;100;US;M
2023;SE;FT;Data Analyst;104300;USD;104300;US;0;US;L
2023;SE;FT;Data Scientist;104650;USD;104650;US;100;US;M
2023;SE;FT;Data Scientist;105000;USD;105000;US;0;US;M
2023;SE;FT;Data Analyst;105000;USD;105000;US;100;US;M
2023;SE;FT;Data Scientist;105000;USD;105000;US;0;US;M
2023;MI;FT;Data Analyst;105000;USD;105000;US;0;US;M
2023;SE;FT;Data Scientist;105000;USD;105000;US;0;US;M
2023;MI;FT;Data Engineer;105000;USD;105000;US;0;US;M
2023;MI;FT;Data Scientist;105000;USD;105000;US;0;US;M
2023;MI;FT;Data Engineer;105000;GBP;127599;GB;0;GB;M
2023;SE;FT;Data Analyst;105200;USD;105200;US;0;US;M
2023;SE;FT;Data Engineer;105200;USD;105200;US;0;US;M
2023;SE;FT;Data Scientist;105200;USD;105200;US;0;US;M
2023;MI;FT;Data Analyst;105380;USD;105380;US;0;US;M
2023;SE;FT;Data Analyst;105500;USD;105500;US;0;US;M
2023;SE;FT;Data Analyst;105500;USD;105500;US;0;US;M
2023;SE;FT;Data Analyst;105500;USD;105500;US;0;US;M
2023;MI;FT;Data Analyst;105500;USD;105500;US;0;US;M
2023;SE;FT;Data Engineer;105700;USD;105700;US;0;US;L
2023;SE;FT;Data Engineer;105700;USD;105700;US;0;US;L
2023;SE;FT;Data Analyst;106000;USD;106000;US;0;US;M
2023;SE;FT;Data Analyst;106000;USD;106000;US;0;US;M
2023;SE;FT;Data Analyst;106020;USD;106020;US;0;US;M
2023;SE;FT;Data Analyst;106020;USD;106020;US;0;US;M
2023;SE;FT;Data Analyst;106020;USD;106020;US;0;US;M
2023;SE;FT;Data Analyst;106020;USD;106020;US;0;US;M
2023;SE;FT;Data Analyst;106020;USD;106020;US;0;US;M
2023;MI;FT;Data Scientist;106250;USD;106250;US;0;US;M
2023;SE;FT;Data Engineer;106500;USD;106500;US;0;US;M
2023;EX;FT;Data Engineer;106500;USD;106500;US;0;US;M
2023;SE;FT;Data Engineer;106500;USD;106500;US;0;US;M
2023;SE;FT;Data Analyst;106800;USD;106800;US;0;US;M
2023;SE;FT;Data Engineer;106800;USD;106800;US;100;US;M
2023;SE;FT;Data Engineer;106800;USD;106800;US;100;US;M
2023;SE;FT;Data Analyst;106800;USD;106800;US;0;US;M
2023;SE;FT;Data Engineer;106800;USD;106800;US;0;US;M
2023;SE;FT;Data Engineer;106800;USD;106800;US;0;US;M
2023;SE;FT;Data Analyst;106800;USD;106800;US;0;US;M
2023;SE;FT;Data Analyst;106800;USD;106800;US;0;US;M
2023;SE;FT;Data Analyst;106800;USD;106800;US;0;US;M
2023;SE;FT;Data Engineer;107000;USD;107000;US;100;US;M
2023;SE;FT;Data Engineer;107250;USD;107250;US;100;US;M
2023;SE;FT;Data Engineer;107500;USD;107500;US;100;US;M
2023;SE;FT;Data Engineer;107900;USD;107900;US;100;US;M
2023;SE;FT;Data Analyst;108000;USD;108000;US;0;US;M
2023;SE;FT;Data Analyst;108000;USD;108000;US;100;US;M
2023;SE;FT;Data Engineer;109000;USD;109000;US;0;US;M
2023;MI;FT;Data Analyst;109000;USD;109000;US;0;US;M
2023;SE;FT;Data Engineer;109400;USD;109400;US;0;US;M
2023;SE;FT;Data Engineer;109400;USD;109400;US;0;US;M
2023;SE;FT;Data Engineer;109400;USD;109400;US;0;US;M
2023;SE;FT;Data Engineer;109400;USD;109400;US;0;US;M
2023;SE;FT;Data Engineer;109400;USD;109400;US;0;US;M
2023;MI;FT;Data Analyst;110000;USD;110000;US;100;US;M
2023;EX;FT;Data Engineer;110000;USD;110000;US;0;US;M
2023;SE;FT;Data Scientist;110000;USD;110000;US;100;US;M
2023;SE;FT;Data Analyst;110000;USD;110000;US;100;US;M
2023;SE;FT;Data Analyst;110000;USD;110000;US;0;US;M
2023;SE;FT;Data Analyst;110000;USD;110000;US;0;US;M
2023;SE;FT;Data Analyst;110000;USD;110000;US;0;US;M
2023;SE;FT;Data Analyst;110000;USD;110000;US;100;US;S
2023;MI;FT;Data Analyst;110000;USD;110000;US;100;US;M
2023;EN;FT;Data Scientist;110000;USD;110000;US;50;US;S
2023;EX;FT;Data Engineer;110000;USD;110000;US;0;US;M
2023;SE;FT;Data Scientist;110000;USD;110000;US;100;US;M
2023;SE;FT;Data Scientist;110000;USD;110000;US;100;US;M
2023;SE;FT;Data Engineer;110000;USD;110000;US;0;US;M
2023;SE;FT;Data Scientist;110000;USD;110000;CA;0;CA;M
2023;SE;FT;Data Scientist;110500;USD;110500;US;100;US;M
2023;SE;FT;Data Analyst;110600;USD;110600;US;0;US;M
2023;SE;FT;Data Analyst;110600;USD;110600;US;0;US;M
2023;SE;FT;Data Analyst;110600;USD;110600;US;0;US;M
2023;SE;FT;Data Engineer;111000;USD;111000;US;0;US;M
2023;SE;FT;Data Analyst;112000;USD;112000;US;100;US;M
2023;MI;FT;Data Analyst;112000;USD;112000;US;0;US;M
2023;SE;FT;Data Analyst;112000;USD;112000;US;100;US;M
2023;EN;FT;Data Scientist;112000;CHF;121093;CH;50;CH;L
2023;SE;FT;Data Engineer;112700;GBP;136956;GB;0;GB;M
2023;SE;FT;Data Scientist;113000;USD;113000;CA;0;CA;M
2023;SE;FT;Data Scientist;113750;USD;113750;IE;0;IE;M
2023;SE;FT;Data Engineer;113750;USD;113750;US;0;US;M
2023;SE;FT;Data Engineer;114000;USD;114000;US;100;US;M
2023;SE;FT;Data Engineer;114500;USD;114500;US;0;US;M
2023;SE;FT;Data Engineer;115000;USD;115000;US;0;US;M
2023;SE;FT;Data Engineer;115000;USD;115000;US;0;US;M
2023;SE;FT;Data Engineer;115000;USD;115000;US;0;US;M
2023;EX;FT;Data Engineer;115000;USD;115000;US;0;US;M
2023;SE;FT;Data Engineer;115000;USD;115000;US;0;US;M
2023;SE;FT;Data Engineer;115000;USD;115000;US;0;US;M
2023;SE;FT;Data Scientist;115000;USD;115000;US;0;US;M
2023;SE;FT;Data Engineer;115000;USD;115000;US;0;US;M
2023;SE;FT;Data Scientist;115000;USD;115000;US;100;US;M
2023;MI;FT;Data Engineer;115092;USD;115092;US;0;US;M
2023;EN;FT;Data Engineer;115100;USD;115100;US;0;US;M
2023;MI;FT;Data Scientist;115360;USD;115360;US;100;US;M
2023;SE;FT;Data Scientist;115440;USD;115440;US;0;US;M
2023;EX;FT;Data Engineer;115500;USD;115500;US;0;US;M
2023;SE;FT;Data Analyst;115934;USD;115934;US;100;US;M
2023;SE;FT;Data Analyst;115934;USD;115934;US;100;US;M
2023;MI;FT;Data Engineer;116000;USD;116000;US;0;US;M
2023;SE;FT;Data Engineer;116000;USD;116000;US;0;US;M
2023;MI;FT;Data Analyst;116000;USD;116000;US;0;US;M
2023;EX;FT;Data Engineer;116704;USD;116704;US;100;US;M
2023;EX;FT;Data Engineer;116704;USD;116704;US;100;US;M
2023;MI;FT;Data Scientist;116990;USD;116990;US;100;US;M
2023;SE;FT;Data Engineer;119000;USD;119000;US;0;US;M
2023;SE;FT;Data Analyst;119500;USD;119500;US;100;US;M
2023;SE;FT;Data Scientist;120000;USD;120000;CA;100;CA;M
2023;SE;FT;Data Scientist;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Analyst;120000;USD;120000;US;100;US;M
2023;SE;FT;Data Analyst;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Analyst;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;EN;FT;Data Scientist;120000;USD;120000;US;0;US;M
2023;MI;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Scientist;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Analyst;120000;USD;120000;US;100;US;M
2023;MI;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Scientist;120000;USD;120000;US;0;US;M
2023;SE;FT;Data Engineer;120000;USD;120000;US;0;US;M
2023;MI;FT;Data Engineer;120000;USD;120000;US;100;US;M
